-107.647 20.827 109.643 0.01 0.029 0.03
-115.869 18.079 117.271 0.01 0.028 0.029
-125.334 14.984 126.226 0.011 0.026 0.028
-133.335 12.547 133.924 0.012 0.025 0.028
-140.171 10.697 140.578 0.012 0.024 0.027
-145.947 9.171 146.235 0.013 0.024 0.027
-150.922 7.933 151.13 0.014 0.023 0.027
-156.196 6.712 156.341 0.016 0.022 0.027
-158.948 6.086 159.064 0.017 0.022 0.028
-162.204 5.371 162.293 0.018 0.022 0.028
-165.058 4.76 165.127 0.02 0.021 0.029
-167.573 4.242 167.626 0.021 0.021 0.03
-169.813 3.803 169.856 0.023 0.021 0.031
-171.808 3.442 171.843 0.024 0.021 0.032
-173.585 3.112 173.613 0.026 0.021 0.033
-175.189 2.839 175.212 0.028 0.02 0.035
-176.633 2.589 176.652 0.03 0.02 0.036
-177.929 2.369 177.944 0.032 0.02 0.038
-179.101 2.172 179.115 0.034 0.02 0.04
-180.165 1.997 180.176 0.036 0.02 0.042
-181.144 1.845 181.153 0.039 0.02 0.044
-182.239 1.671 182.247 0.042 0.02 0.046
-182.848 1.577 182.855 0.043 0.021 0.048
-183.594 1.468 183.6 0.046 0.021 0.05
-184.282 1.363 184.287 0.048 0.021 0.053
-184.921 1.272 184.925 0.051 0.021 0.055
-185.512 1.187 185.516 0.054 0.021 0.058
-186.06 1.109 186.063 0.057 0.021 0.061
-186.568 1.033 186.57 0.06 0.021 0.064
-187.038 0.967 187.041 0.063 0.021 0.066
-187.476 0.905 187.478 0.066 0.021 0.07
-187.885 0.852 187.887 0.07 0.021 0.073
-188.266 0.802 188.268 0.073 0.021 0.076
-188.627 0.755 188.628 0.076 0.022 0.079
-188.962 0.71 188.963 0.08 0.022 0.083
-189.275 0.67 189.277 0.084 0.022 0.087
-189.569 0.633 189.57 0.088 0.022 0.09
-189.846 0.598 189.847 0.092 0.022 0.094
-190.106 0.567 190.107 0.096 0.023 0.098
-190.353 0.537 190.354 0.1 0.023 0.102
-190.584 0.51 190.585 0.104 0.023 0.107
-190.804 0.484 190.805 0.109 0.023 0.111
-191.011 0.461 191.012 0.113 0.024 0.116
-191.208 0.438 191.209 0.118 0.024 0.12
-31.285 72.542 79 -0.002 0.034 0.034
-34.333 46.684 57.949 0.005 0.02 0.02
-1.623 158.95 158.958 0.006 0.094 0.094
-4.302 101.762 101.853 0.007 0.063 0.063
-8.536 78.549 79.011 0.007 0.05 0.051
-15.432 64.534 66.354 0.007 0.043 0.044
-23.576 55.174 60 0.006 0.038 0.039
-32.172 48.177 57.932 0.007 0.035 0.036
-42.701 41.553 59.581 0.007 0.032 0.033
-48.764 38.373 62.051 0.007 0.031 0.031
-56.372 34.806 66.251 0.007 0.029 0.03
-63.456 31.801 70.978 0.007 0.028 0.029
-69.99 29.277 75.867 0.007 0.027 0.028
-76.061 27.104 80.745 0.007 0.026 0.027
-81.64 25.222 85.448 0.006 0.025 0.026
-88.005 23.202 91.012 0.006 0.024 0.025
-91.53 22.129 94.167 0.006 0.024 0.024
-95.91 20.847 98.149 0.006 0.023 0.024
-99.961 19.701 101.884 0.006 0.022 0.023
-103.719 18.672 105.386 0.006 0.022 0.023
-107.213 17.745 108.671 0.006 0.022 0.023
-110.462 16.9 111.748 0.006 0.021 0.022
-113.495 16.134 114.636 0.006 0.021 0.022
-116.326 15.433 117.345 0.006 0.021 0.022
-118.974 14.79 119.889 0.006 0.021 0.022
-121.46 14.198 122.287 0.006 0.021 0.021
-123.796 13.652 124.547 0.006 0.02 0.021
-125.994 13.147 126.678 0.005 0.02 0.021
-128.066 12.676 128.691 0.005 0.02 0.021
-130.495 12.132 131.058 0.005 0.02 0.02
-131.872 11.827 132.401 0.005 0.02 0.02
-133.622 11.443 134.111 0.005 0.02 0.02
-135.282 11.084 135.735 0.004 0.02 0.02
-136.856 10.745 137.277 0.004 0.02 0.02
-138.353 10.428 138.745 0.003 0.02 0.02
-139.777 10.127 140.143 0.003 0.02 0.02
-141.134 9.844 141.477 0.003 0.02 0.02
-142.428 9.576 142.749 0.002 0.02 0.02
-143.663 9.322 143.965 0.002 0.02 0.02
-144.844 9.081 145.128 0.001 0.02 0.02
-145.973 8.852 146.242 0.001 0.02 0.02
-147.054 8.634 147.308 0 0.021 0.021
-148.091 8.427 148.33 -0.001 0.021 0.021
-149.085 8.229 149.312 -0.002 0.021 0.021
-150.039 8.04 150.254 -0.003 0.021 0.021
-150.956 7.86 151.16 -0.004 0.022 0.022
-151.837 7.687 152.032 -0.005 0.022 0.022
-152.685 7.522 152.87 -0.006 0.022 0.023
-153.501 7.364 153.678 -0.007 0.022 0.023
-154.288 7.212 154.456 -0.008 0.023 0.024
-155.046 7.066 155.207 -0.01 0.023 0.025
-155.777 6.927 155.931 -0.012 0.023 0.026
-7.559 100.804 101.087 0.016 0.026 0.031
-15.832 69.631 71.408 0.01 0.022 0.024
115.923 326.712 346.668 0.033 0.14 0.144
45.604 167.655 173.746 0.017 0.087 0.089
25.201 123.22 125.771 0.013 0.068 0.069
10.91 100.385 100.976 0.011 0.058 0.059
-1.264 84.257 84.266 0.01 0.05 0.051
-12.949 72.272 73.423 0.009 0.046 0.047
-26.833 60.594 66.27 0.009 0.042 0.043
-34.879 54.767 64.93 0.009 0.04 0.041
-44.922 48.502 66.109 0.009 0.038 0.039
-54.416 43.193 69.475 0.009 0.036 0.037
-63.194 38.53 74.013 0.008 0.034 0.035
-71.577 34.56 79.484 0.008 0.033 0.034
-79.265 31.184 85.179 0.008 0.031 0.032
-88.108 27.493 92.298 0.008 0.03 0.031
-93.004 25.561 96.453 0.008 0.029 0.03
-99.11 23.331 101.819 0.008 0.028 0.029
-104.762 21.32 106.91 0.008 0.028 0.029
-109.994 19.529 111.714 0.008 0.027 0.028
-114.757 17.983 116.158 0.008 0.026 0.027
-119.181 16.477 120.315 0.008 0.026 0.027
-123.301 15.197 124.234 0.008 0.025 0.027
-127.071 14.042 127.845 0.008 0.025 0.026
-130.578 13.014 131.225 0.008 0.024 0.026
-133.879 12.102 134.425 0.008 0.024 0.025
-136.957 11.251 137.418 0.009 0.023 0.025
-139.825 10.521 140.22 0.009 0.023 0.025
-142.446 9.827 142.784 0.009 0.023 0.024
-145.544 9.047 145.825 0.009 0.022 0.024
-147.238 8.655 147.492 0.009 0.022 0.024
-149.414 8.119 149.634 0.01 0.022 0.024
-151.453 7.638 151.646 0.01 0.022 0.024
-153.331 7.201 153.5 0.01 0.021 0.024
-155.102 6.794 155.25 0.01 0.021 0.024
-156.76 6.425 156.892 0.011 0.021 0.023
-158.328 6.106 158.446 0.011 0.021 0.024
-159.815 5.795 159.92 0.011 0.021 0.024
-161.22 5.506 161.314 0.012 0.02 0.024
-162.544 5.222 162.628 0.012 0.02 0.024
-163.797 4.964 163.872 0.012 0.02 0.024
-164.962 4.723 165.029 0.013 0.02 0.024
-166.075 4.52 166.137 0.013 0.02 0.024
-167.142 4.31 167.198 0.014 0.02 0.024
-168.155 4.119 168.206 0.014 0.02 0.024
-169.115 3.933 169.161 0.014 0.02 0.024
-170.032 3.757 170.074 0.015 0.019 0.024
-170.888 3.589 170.926 0.015 0.019 0.025
-171.718 3.422 171.752 0.016 0.019 0.025
-172.495 3.286 172.527 0.016 0.019 0.025
-173.246 3.145 173.274 0.017 0.019 0.025
-173.954 3.018 173.98 0.017 0.019 0.026
-0.58 100.478 100.479 0.008 0.028 0.03
-14.187 64.343 65.888 0.006 0.023 0.024
-2.736 230.337 230.354 0.007 0.122 0.122
-1.95 137.31 137.324 0.007 0.079 0.079
-3.178 104.735 104.783 0.007 0.063 0.064
-5.071 86.795 86.943 0.007 0.054 0.054
-8.547 74.737 75.225 0.007 0.048 0.049
-12.967 66.165 67.423 0.007 0.044 0.044
-19.486 57.93 61.119 0.006 0.04 0.04
-23.599 53.947 58.883 0.007 0.038 0.038
-29.251 49.431 57.437 0.007 0.036 0.036
-34.88 45.635 57.439 0.007 0.034 0.035
-40.404 42.339 58.525 0.007 0.032 0.033
-45.716 39.495 60.413 0.007 0.031 0.032
-50.858 36.996 62.891 0.007 0.03 0.031
-56.969 34.273 66.484 0.007 0.029 0.03
-60.46 32.823 68.795 0.007 0.029 0.029
-64.922 31.053 71.966 0.007 0.028 0.029
-69.155 29.46 75.169 0.007 0.027 0.028
-73.167 28.018 78.348 0.006 0.026 0.027
-76.965 26.704 81.467 0.007 0.026 0.027
-80.569 25.51 84.511 0.006 0.025 0.026
-83.983 24.41 87.459 0.006 0.025 0.026
-87.223 23.4 90.307 0.007 0.025 0.025
-90.301 22.468 93.054 0.007 0.024 0.025
-93.219 21.605 95.69 0.006 0.024 0.025
-95.991 20.804 98.22 0.006 0.024 0.025
-98.628 20.059 100.647 0.006 0.023 0.024
-101.139 19.367 102.977 0.006 0.023 0.024
-104.109 18.565 105.751 0.006 0.023 0.024
-105.81 18.114 107.35 0.006 0.023 0.024
-107.987 17.546 109.403 0.006 0.023 0.024
-110.065 17.011 111.372 0.006 0.023 0.024
-112.052 16.508 113.262 0.006 0.023 0.024
-113.954 16.032 115.076 0.007 0.023 0.023
-115.774 15.584 116.818 0.007 0.022 0.023
-117.517 15.159 118.491 0.007 0.022 0.023
-119.189 14.756 120.099 0.006 0.022 0.023
-120.793 14.375 121.645 0.006 0.022 0.023
-122.333 14.011 123.133 0.006 0.022 0.023
-123.814 13.666 124.566 0.007 0.022 0.023
-125.238 13.337 125.946 0.007 0.023 0.023
-126.608 13.023 127.276 0.007 0.023 0.024
-127.927 12.724 128.558 0.007 0.023 0.024
-129.198 12.437 129.796 0.007 0.023 0.024
-130.424 12.164 130.99 0.007 0.023 0.024
-131.607 11.902 132.144 0.007 0.023 0.024
-132.748 11.651 133.259 0.007 0.023 0.024
-133.851 11.41 134.337 0.007 0.024 0.025
-134.917 11.178 135.379 0.007 0.024 0.025
-135.948 10.956 136.388 0.008 0.025 0.026
-136.945 10.742 137.365 0.008 0.025 0.026
45.803 200.223 205.395 0.01 0.03 0.032
13.518 102.307 103.196 0.008 0.026 0.027
292.459 981.558 1024.201 0.057 0.203 0.211
87.251 254.664 269.196 0.026 0.117 0.12
50.57 175.871 182.998 0.018 0.089 0.091
34.984 141.228 145.496 0.014 0.074 0.076
24.103 119.804 122.205 0.013 0.066 0.067
15.554 105.482 106.623 0.011 0.059 0.06
5.507 91.119 91.285 0.01 0.053 0.054
-0.143 84.003 84.003 0.01 0.05 0.051
-7.822 75.919 76.321 0.01 0.047 0.048
-15.099 69.041 70.673 0.009 0.045 0.046
-22.336 63.012 66.854 0.009 0.042 0.043
-29.032 58.036 64.893 0.009 0.041 0.042
-35.801 53.561 64.424 0.009 0.039 0.04
-43.867 48.611 65.477 0.009 0.037 0.038
-48.536 45.933 66.825 0.009 0.036 0.037
-54.545 42.557 69.183 0.009 0.035 0.036
-60.297 39.636 72.158 0.008 0.034 0.035
-65.788 36.995 75.476 0.008 0.033 0.034
-71.133 34.58 79.093 0.008 0.032 0.033
-76.202 32.368 82.792 0.008 0.031 0.032
-80.962 30.375 86.473 0.008 0.031 0.032
-85.576 28.457 90.183 0.008 0.03 0.031
-89.908 26.764 93.807 0.008 0.029 0.03
-93.983 25.05 97.264 0.008 0.029 0.03
-97.825 23.619 100.636 0.008 0.028 0.029
-101.5 22.184 103.896 0.008 0.028 0.029
-105.089 20.97 107.16 0.008 0.028 0.029
-109.192 19.57 110.932 0.008 0.027 0.028
-111.615 18.799 113.187 0.008 0.027 0.028
-114.63 17.799 116.003 0.008 0.026 0.027
-117.488 16.893 118.696 0.008 0.026 0.027
-120.284 16.034 121.348 0.008 0.025 0.026
-122.925 15.226 123.864 0.008 0.025 0.026
-125.441 14.493 126.275 0.008 0.025 0.026
-127.819 13.748 128.556 0.008 0.024 0.026
-130.059 13.092 130.717 0.008 0.024 0.025
-132.191 12.495 132.78 0.008 0.024 0.025
-134.235 11.954 134.766 0.008 0.024 0.025
-136.181 11.424 136.659 0.008 0.023 0.025
-138.082 10.95 138.516 0.008 0.023 0.024
-139.874 10.455 140.264 0.008 0.023 0.024
-141.562 10.011 141.916 0.009 0.023 0.024
-143.177 9.598 143.499 0.009 0.022 0.024
-144.73 9.228 145.024 0.009 0.022 0.024
-146.209 8.874 146.478 0.009 0.022 0.024
-147.663 8.541 147.91 0.009 0.022 0.024
-149.022 8.228 149.249 0.009 0.022 0.023
-150.356 7.897 150.563 0.009 0.022 0.023
-151.613 7.612 151.804 0.009 0.021 0.023
-152.838 7.331 153.013 0.009 0.021 0.023
