-146.799 47.577 154.317 0.144 0.365 0.392
-138.362 58.349 150.162 0.1 0.44 0.451
-172.839 22.101 174.246 0.222 0.269 0.349
-151.628 32.248 155.019 0.151 0.179 0.234
-111.948 86.953 141.751 0.103 0.285 0.303
-111.948 86.953 141.751 0.103 0.285 0.303
-111.948 86.953 141.751 0.103 0.285 0.303
-111.948 86.953 141.751 0.103 0.285 0.303
-137.722 47.247 145.601 0.104 0.209 0.233
-137.722 47.247 145.601 0.104 0.209 0.233
-137.722 47.247 145.601 0.104 0.209 0.233
-137.722 47.247 145.601 0.104 0.209 0.233
-151.628 32.248 155.019 0.108 0.189 0.217
-151.628 32.248 155.019 0.108 0.189 0.217
-151.628 32.248 155.019 0.108 0.189 0.217
-151.628 32.248 155.019 0.108 0.189 0.217
-160.335 24.409 162.183 0.112 0.18 0.212
-160.335 24.409 162.183 0.112 0.18 0.212
-160.335 24.409 162.183 0.112 0.18 0.212
-160.335 24.409 162.183 0.112 0.18 0.212
-166.246 19.648 167.404 0.119 0.175 0.212
-166.246 19.648 167.404 0.119 0.175 0.212
-166.246 19.648 167.404 0.119 0.175 0.212
-166.246 19.648 167.404 0.119 0.175 0.212
-170.505 16.437 171.296 0.127 0.175 0.216
-170.505 16.437 171.296 0.127 0.175 0.216
-170.505 16.437 171.296 0.127 0.175 0.216
-170.505 16.437 171.296 0.127 0.175 0.216
-173.711 14.135 174.285 0.139 0.177 0.225
-173.711 14.135 174.285 0.139 0.177 0.225
-173.711 14.135 174.285 0.139 0.177 0.225
-176.204 12.399 176.64 0.151 0.179 0.234
-176.204 12.399 176.64 0.151 0.179 0.234
-176.204 12.399 176.64 0.151 0.179 0.234
-176.204 12.399 176.64 0.151 0.179 0.234
-176.204 12.399 176.64 0.151 0.179 0.234
-178.207 11.04 178.549 0.168 0.184 0.249
-178.207 11.04 178.549 0.168 0.184 0.249
-178.207 11.04 178.549 0.168 0.184 0.249
-178.207 11.04 178.549 0.168 0.184 0.249
-179.846 9.95 180.121 0.188 0.189 0.266
-179.846 9.95 180.121 0.188 0.189 0.266
-179.846 9.95 180.121 0.188 0.189 0.266
-179.846 9.95 180.121 0.188 0.189 0.266
-181.209 9.056 181.436 0.21 0.194 0.286
-181.209 9.056 181.436 0.21 0.194 0.286
-181.209 9.056 181.436 0.21 0.194 0.286
-181.209 9.056 181.436 0.21 0.194 0.286
-182.365 8.311 182.554 0.238 0.202 0.312
-182.365 8.311 182.554 0.238 0.202 0.312
-182.365 8.311 182.554 0.238 0.202 0.312
-182.365 8.311 182.554 0.238 0.202 0.312
-183.354 7.679 183.515 0.271 0.214 0.346
-183.354 7.679 183.515 0.271 0.214 0.346
-183.296 13.154 183.768 0.24 0.328 0.406
-150.383 32.398 153.833 0.193 0.279 0.339
-46.297 154.87 161.642 0.262 0.507 0.571
